"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1456","Verify composition, visibility of elements on the 1st-6th levels of nesting on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","10300","Check statistic table.","tests","2026-07-17","skipped","2026-07-17","TestCardsRU","Statistic.","",""
"","20942","Check registration with new email and empty email","tests","2026-07-17","passed","2026-07-17","TestRegistrationPage","registration_page_test","",""
"","2041","Verify if external GitHub link in the Header for an unauthorized user 
            leads to a correct page after click","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","1330","Verify sizes of images in contributor cards in grids","tests","2026-07-17","passed","2026-07-17","TestContributorsPage","contributors_page_test","",""
"","273","Verify composition, visibility of elements on the 1st-6th levels of nesting in the Header
            for an unauthorized user","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","462","Verify user logout after clicking the 'Logout' button in the Header for an authorized user","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","648","Verify composition, visibility of elements on the 1st-5th levels of nesting on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","131","Verify clickability, titles, attributes of group links on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","746","Verify href, status code of the 'All Team' link","tests","2026-07-17","passed","2026-07-17","TestContributorsPage","contributors_page_test","",""
"","125","Verify that the Logo link on the Start Authorized Page 
                             refreshes the current page and doesn't lead to other pages after clicking","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","10926","Verify that links in the Footer lead to correct pages after clicking","tests","2026-07-17","passed","2026-07-17","TestFooter","footer_test","",""
"","2014","Verify that links in the sections lead to the correct pages after clicking","tests","2026-07-17","passed","2026-07-17","TestURPage","used_resources_page_test","",""
"","845","Verify values of the text in card descriptions","tests","2026-07-17","passed","2026-07-17","TestContributorsPage","contributors_page_test","",""
"","981","Verify sizes of background-images in links on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","24","Verify title of links on the 'ru' local","tests","2026-07-17","passed","2026-07-17","TestGroupsPage","groups_page_test","",""
"","1129","test_hpa.03.02.01 Verify if 5 direct internal links in the Header for an authorized user 
            lead to correct pages after clicking","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","14","Verify value of the title of the tab","tests","2026-07-17","passed","2026-07-17","TestURPage","used_resources_page_test","",""
"","31","Verify presence, visibility of the user name in the Header for an authorized user","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","24","Verify attribute 'alt' of images in links on the 'ru' local","tests","2026-07-17","passed","2026-07-17","TestGroupsPage","groups_page_test","",""
"","199","Verify redirection to used resources page not authorized user.","tests","2026-07-17","passed","2026-07-17","TestMainPage","main_page_test","",""
"","47","Verify text in group links on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","921","Verify clickability, href, status code of the 'All Specialists' link","tests","2026-07-17","passed","2026-07-17","TestSpecialistsPage","specialists_page_test","",""
"","196","Verify redirection to contacts page not authorized user.","tests","2026-07-17","passed","2026-07-17","TestDescriptionPage","description_page_test","",""
"","1152","test_hpa.03.03.02 Verify if external Donate link in the Header for an authorized user 
            leads to the correct page after clicking","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","37","Verify value of title with tag 'h1' on the page","tests","2026-07-17","passed","2026-07-17","TestURPage","used_resources_page_test","",""
"","123","Verify clickability, titles, attributes of group links on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","1525","Verify clickability, href of links in breadcrumbs on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","38","Verify text in the 'All Specialists' link","tests","2026-07-17","passed","2026-07-17","TestSpecialistsPage","specialists_page_test","",""
"","49","Verify presence, visibility and attributes of the image in the Logo link in the Header 
               on the Start Unauthorized Page","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","709","Verify that the 'All Specialists' link leads an unauthorized user 
                         to the correct page after clicking","tests","2026-07-17","passed","2026-07-17","TestSpecialistsPage","specialists_page_test","",""
"","33","Verify text in links in the section 2","tests","2026-07-17","passed","2026-07-17","TestContactsPage","contacts_page_test","",""
"","160","Verify presence, visibility of icons in the Header for an authorized user","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","2722","Verify presence, visibility of titles/subtitles, cards, descriptions, links, images on the page","tests","2026-07-17","passed","2026-07-17","TestContributorsPage","contributors_page_test","",""
"","33","Verify text in links in sections","tests","2026-07-17","passed","2026-07-17","TestURPage","used_resources_page_test","",""
"","700","Verify redirection to contributors page not authorized user.","tests","2026-07-17","passed","2026-07-17","TestMainPage","main_page_test","",""
"","10658","Solutions to a random task in the ""Слова Королёвой"" .","tests","2026-07-17","skipped","2026-07-17","TestCardsRU","Речевые упражнения.","",""
"","837","Verify presence, visibility of lists on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","63","Verify presence, visibility and attributes of icons on the page","tests","2026-07-17","passed","2026-07-17","TestURPage","used_resources_page_test","",""
"","56","Verify values of the title and subtitles with tags h1, h2 on the page","tests","2026-07-17","passed","2026-07-17","TestContactsPage","contacts_page_test","",""
"","10927","Select a random card from ""Предложения"" group and compare UI vs BACKEND data.","tests","2026-07-17","skipped","2026-07-17","TestCardsRU","Речевые упражнения.","",""
"","33","Verify content of the text in the section 2","tests","2026-07-17","passed","2026-07-17","TestContactsPage","contacts_page_test","",""
"","702","Verify redirection to specialists page not authorized user.","tests","2026-07-17","passed","2026-07-17","TestDescriptionPage","description_page_test","",""
"","1136","Verify if external Donate link in the Header for an unauthorized user 
            leads to a correct page after click","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","24","Verify attribute 'src' of images in links on the page","tests","2026-07-17","passed","2026-07-17","TestGroupsPage","groups_page_test","",""
"","38","Verify value of the 'ru' subtitles on the page","tests","2026-07-17","passed","2026-07-17","TestGroupsPage","groups_page_test","",""
"","195","Verify redirection to used resources page not authorized user.","tests","2026-07-17","passed","2026-07-17","TestDescriptionPage","description_page_test","",""
"","10876","Check progres-bar and buttons.","tests","2026-07-17","skipped","2026-07-17","TestCardsEN","Speech exercises EN.","",""
"","932","Checking the possibility of authorization with incorrect data","tests","2026-07-17","passed","2026-07-17","TestAuthorizedUserPage","authorisation_page_test","",""
"","1261","Check registration with an existing email","tests","2026-07-17","passed","2026-07-17","TestRegistrationPage","registration_page_test","",""
"","24","Verify value of the 'en' subtitles on the page","tests","2026-07-17","passed","2026-07-17","TestGroupsPage","groups_page_test","",""
"","310","Verify text in cards on the page","tests","2026-07-17","passed","2026-07-17","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","136","Verify presence, visibility of text, links, images in the Footer","tests","2026-07-17","passed","2026-07-17","TestFooter","footer_test","",""
"","32","Verify presence and visibility of content on the page","tests","2026-07-17","passed","2026-07-17","TestURPage","used_resources_page_test","",""
"","16881","Verify if series links lead to correct pages after clicking","tests","2026-07-17","passed","2026-07-17","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","391","Verify presence, visibility of links, buttons in the Header for an unauthorized user","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","121","Verify attributes of images in specialist cards in the grid","tests","2026-07-17","passed","2026-07-17","TestSpecialistsPage","specialists_page_test","",""
"","2184","test_hpa.03.03.03 Verify if external GitHub link in the Header for an authorized user 
            leads to the correct page after clicking","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","12","Verify value of the 'ru' title of the tab","tests","2026-07-17","passed","2026-07-17","TestGroupsPage","groups_page_test","",""
"","1247","Verify switching of the 'ru', 'en' buttons in the Header for an authorized user","tests","2026-07-17","passed","2026-07-17","TestHeaderPage","header_test","",""
"","104","Checking the clickability of the Start button.","tests","2026-07-17","passed","2026-07-17","TestMainPage","main_page_test","",""
"","83","Verify presence, visibility and attributes of the image in the section 1","tests","2026-07-17","passed","2026-07-17","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
