"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 06 14:40:48 GMT 2025","Tue May 06 14:40:48 GMT 2025","118","tests","description_page_test","TestDescriptionPage","","","Verify return main page from description page.",""
"passed","Tue May 06 15:04:32 GMT 2025","Tue May 06 15:05:23 GMT 2025","51293","tests","Речевые упражнения.","TestCardsRU","","","Solutions to a random task in the ""Слова"" .",""
"passed","Tue May 06 14:54:50 GMT 2025","Tue May 06 14:54:50 GMT 2025","192","tests","header_test","TestHeaderPage","","","Verify values of the text in links, buttons in the Header for an authorized user",""
"passed","Tue May 06 14:54:20 GMT 2025","Tue May 06 14:54:20 GMT 2025","32","tests","header_test","TestHeaderPage","","","Verify presence and visibility of the Header for an authorized user",""
"passed","Tue May 06 14:50:56 GMT 2025","Tue May 06 14:51:13 GMT 2025","16394","tests","groups_page_test","TestGroupsPage","","","Verify value of the title and subtitles on the page",""
"passed","Tue May 06 14:43:24 GMT 2025","Tue May 06 14:43:26 GMT 2025","2071","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify presence, visibility of lists on the page",""
"passed","Tue May 06 14:56:31 GMT 2025","Tue May 06 14:56:31 GMT 2025","54","tests","header_test","TestHeaderPage","","","Verify presence, visibility and attributes of the profile avatar in the Header 
               for an authorized user",""
"passed","Tue May 06 14:39:05 GMT 2025","Tue May 06 14:39:05 GMT 2025","20","tests","contacts_page_test","TestContactsPage","","","Verify the composition and visibility of elements on the 1st level of nesting in the section 1",""
"passed","Tue May 06 14:44:18 GMT 2025","Tue May 06 14:44:20 GMT 2025","2112","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify clickability, href, status code of links in breadcrumbs on the page",""
"passed","Tue May 06 14:54:57 GMT 2025","Tue May 06 14:54:57 GMT 2025","28","tests","header_test","TestHeaderPage","","","Verify presence, visibility of the user name in the Header for an authorized user",""
"passed","Tue May 06 14:54:13 GMT 2025","Tue May 06 14:54:13 GMT 2025","64","tests","header_test","TestHeaderPage","","","Verify size of the image in the Logo link in the Header on the Start Unauthorized Page",""
"passed","Tue May 06 14:54:01 GMT 2025","Tue May 06 14:54:01 GMT 2025","308","tests","header_test","TestHeaderPage","","","Verify the dropdown opens/closes after clicking on the 'More' button in the Header 
            on the Start Unauthorized Page",""
"passed","Tue May 06 14:53:52 GMT 2025","Tue May 06 14:53:54 GMT 2025","1772","tests","header_test","TestHeaderPage","","","Verify if external links in the Header for an unauthorized user 
            lead to correct pages after click",""
"passed","Tue May 06 14:38:55 GMT 2025","Tue May 06 14:38:56 GMT 2025","942","tests","authorisation_page_test","TestAuthorizedUserPage","","","Checking the possibility of authorization with incorrect data",""
"passed","Tue May 06 14:53:31 GMT 2025","Tue May 06 14:53:31 GMT 2025","207","tests","header_test","TestHeaderPage","","","Verify values of the text in links, buttons in the Header for an unauthorized user",""
"passed","Tue May 06 14:59:49 GMT 2025","Tue May 06 14:59:49 GMT 2025","607","tests","specialists_page_test","TestSpecialistsPage","","","Verify that the 'All Specialists' link leads an unauthorized user 
                         to the correct page after clicking",""
"passed","Tue May 06 15:00:53 GMT 2025","Tue May 06 15:00:54 GMT 2025","66","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify size of the image in the section 1",""
"passed","Tue May 06 14:58:17 GMT 2025","Tue May 06 14:58:18 GMT 2025","772","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty first name",""
"passed","Tue May 06 14:55:51 GMT 2025","Tue May 06 14:55:51 GMT 2025","264","tests","header_test","TestHeaderPage","","","Verify the dropdown opens/closes after clicking on the 'More' button in the Header 
               for an authorized user",""
"passed","Tue May 06 14:57:07 GMT 2025","Tue May 06 14:57:08 GMT 2025","707","tests","main_page_test","TestMainPage","","","Verify redirection to contributors page not authorized user.",""
"passed","Tue May 06 14:40:51 GMT 2025","Tue May 06 14:40:52 GMT 2025","1146","tests","description_page_test","TestDescriptionPage","","","Verify redirection to telegram page not authorized user.",""
"passed","Tue May 06 14:58:08 GMT 2025","Tue May 06 14:58:09 GMT 2025","781","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty confirm password",""
"passed","Tue May 06 14:59:20 GMT 2025","Tue May 06 14:59:20 GMT 2025","12","tests","specialists_page_test","TestSpecialistsPage","","","Verify value of the title of the tab",""
"passed","Tue May 06 14:44:40 GMT 2025","Tue May 06 14:45:02 GMT 2025","21289","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify clickability, titles, href, status code of subgroup links on the page",""
"passed","Tue May 06 14:45:25 GMT 2025","Tue May 06 14:45:26 GMT 2025","730","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify if breadcrumbs link2 leads to the correct page after clicking",""
"passed","Tue May 06 14:59:00 GMT 2025","Tue May 06 14:59:00 GMT 2025","31","tests","specialists_page_test","TestSpecialistsPage","","","Verify presence and visibility of content on the page",""
"passed","Tue May 06 14:54:05 GMT 2025","Tue May 06 14:54:05 GMT 2025","250","tests","header_test","TestHeaderPage","","","Verify switching of the 'ru', 'en' buttons in the Header on the Start Unauthorized Page",""
"passed","Tue May 06 15:00:50 GMT 2025","Tue May 06 15:00:50 GMT 2025","78","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify presence, visibility and attributes of the image in the section 1",""
"passed","Tue May 06 14:40:14 GMT 2025","Tue May 06 14:40:14 GMT 2025","101","tests","contributors_page_test","TestContributorsPage","","","Verify values of title and subtitles with tags h2, h3 on the page",""
"passed","Tue May 06 14:53:27 GMT 2025","Tue May 06 14:53:27 GMT 2025","350","tests","header_test","TestHeaderPage","","","Verify presence, visibility of links, buttons in the Header for an unauthorized user",""
"passed","Tue May 06 14:47:03 GMT 2025","Tue May 06 14:47:03 GMT 2025","267","tests","footer_test","TestFooter","","","Verify composition and visibility of elements on the 1st-7th levels of nesting in the Footer",""
"passed","Tue May 06 14:53:00 GMT 2025","Tue May 06 14:53:06 GMT 2025","6066","tests","groups_page_test","TestGroupsPage","","","Verify sizes of images in links on the page",""
"passed","Tue May 06 14:56:58 GMT 2025","Tue May 06 14:56:59 GMT 2025","694","tests","main_page_test","TestMainPage","","","Verify redirection to specialists page not authorized user.",""
"passed","Tue May 06 14:39:50 GMT 2025","Tue May 06 14:39:50 GMT 2025","104","tests","contacts_page_test","TestContactsPage","","","Verify that the email link calls an email client",""
"passed","Tue May 06 14:39:34 GMT 2025","Tue May 06 14:39:34 GMT 2025","29","tests","contacts_page_test","TestContactsPage","","","Verify text in links in the section 2",""
"passed","Tue May 06 14:49:54 GMT 2025","Tue May 06 14:49:54 GMT 2025","79","tests","footer_test","TestFooter","","","Verify attributes of images in links in the Footer",""
"passed","Tue May 06 14:52:17 GMT 2025","Tue May 06 14:52:38 GMT 2025","21278","tests","groups_page_test","TestGroupsPage","","","Verify if links on the 'en' local lead to correct pages after clicking",""
"passed","Tue May 06 14:52:45 GMT 2025","Tue May 06 14:52:53 GMT 2025","8216","tests","groups_page_test","TestGroupsPage","","","Verify attributes of images in links on the page",""
"skipped","Tue May 06 15:01:53 GMT 2025","Tue May 06 15:02:14 GMT 2025","20230","tests","Speech exercises EN.","TestCardsEN","","","Select a random card from ""Similar phrases"" group and compare UI vs BACKEND data",""
"passed","Tue May 06 15:00:35 GMT 2025","Tue May 06 15:00:35 GMT 2025","81","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify content of the text in sections 1, 2",""
"passed","Tue May 06 14:57:15 GMT 2025","Tue May 06 14:57:15 GMT 2025","149","tests","main_page_test","TestMainPage","","","Checking the clickability of the Start button.",""
"passed","Tue May 06 14:40:34 GMT 2025","Tue May 06 14:40:35 GMT 2025","541","tests","contributors_page_test","TestContributorsPage","","","Verify href, status code of the 'All Team' link",""
"passed","Tue May 06 15:00:03 GMT 2025","Tue May 06 15:00:03 GMT 2025","107","tests","specialists_page_test","TestSpecialistsPage","","","Verify attributes of images in specialist cards in the grid",""
"passed","Tue May 06 15:06:42 GMT 2025","Tue May 06 15:06:44 GMT 2025","1883","tests","Statistic.","TestCardsRU","","","Check statistic table.",""
"passed","Tue May 06 14:56:50 GMT 2025","Tue May 06 14:56:51 GMT 2025","1082","tests","main_page_test","TestMainPage","","","Verify redirection to donate page not authorized user.",""
"passed","Tue May 06 14:40:56 GMT 2025","Tue May 06 14:40:57 GMT 2025","1313","tests","description_page_test","TestDescriptionPage","","","Verify redirection to donate page not authorized user.",""
"passed","Tue May 06 14:53:09 GMT 2025","Tue May 06 14:53:09 GMT 2025","34","tests","header_test","TestHeaderPage","","","Verify presence and visibility of the Header for an unauthorized user",""
"passed","Tue May 06 14:45:36 GMT 2025","Tue May 06 14:45:36 GMT 2025","737","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify if breadcrumbs link3 leads to the correct page after clicking",""
"passed","Tue May 06 14:40:18 GMT 2025","Tue May 06 14:40:18 GMT 2025","20","tests","contributors_page_test","TestContributorsPage","","","Verify content of the text on the page",""
"passed","Tue May 06 14:44:30 GMT 2025","Tue May 06 14:44:31 GMT 2025","878","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify clickability, titles, attributes of group links on the page",""
"passed","Tue May 06 14:43:46 GMT 2025","Tue May 06 14:43:47 GMT 2025","370","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify value of the breadcrumbs on the page",""
"passed","Tue May 06 14:43:11 GMT 2025","Tue May 06 14:43:14 GMT 2025","3492","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify composition, visibility of elements on the 1st-6th levels of nesting on the page",""
"passed","Tue May 06 14:46:50 GMT 2025","Tue May 06 14:46:56 GMT 2025","5738","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify sizes of background-images in links on the page",""
"passed","Tue May 06 14:47:18 GMT 2025","Tue May 06 14:47:20 GMT 2025","2249","tests","footer_test","TestFooter","","","Verify clickability, href, prefix and subject, status code of links in the Footer",""
"passed","Tue May 06 14:42:50 GMT 2025","Tue May 06 14:42:51 GMT 2025","242","tests","exercises_ru_similar_phrases_page_test","TestExercisesRuSimilarPhrasesPage","","","Verify clickability, titles, attributes of group links on the page",""
