"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","228","Verify sizes of images in specialist cards in the grid","tests","2026-08-15","passed","2026-08-15","TestSpecialistsPage","specialists_page_test","",""
"","114","Verify values of names and professions in specialist cards in the grid","tests","2026-08-15","passed","2026-08-15","TestSpecialistsPage","specialists_page_test","",""
"","124","Verify sizes of images in links in the Footer","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","25","Verify presence and visibility of the Header for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","3308","Verify clickability, href, status code of series links on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","672","test_hpa.03.03.05 Verify if internal Specialists link in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","1478","Verify Footer invisibility through the modal window with the exercise","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","2708","Verify presence, visibility of titles/subtitles, cards, descriptions, links, images on the page","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","20845","Check registration with new email and empty birthday","tests","2026-08-15","passed","2026-08-15","TestRegistrationPage","registration_page_test","",""
"","605","Verify presence, visibility of links, buttons in the Header for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","10553","Verify redirection to donate page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
"","652","Verify presence, visibility of lists on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","112","Verify presence, visibility of the title, tiles, links, images, subtitles on the page","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","1021","Verify sizes of background-images in links on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","26","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestContactsPage","contacts_page_test","",""
"","497","Verify presence, visibility, clickability, href, status code 
                         of the 'Login' link in the section 1","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","10207","Verify return main page from description page.","tests","2026-08-15","passed","2026-08-15","TestDescriptionPage","description_page_test","",""
"","364","Verify presence, visibility of the title, text, link, grid, cards and images  
        on the 2nd, 3rd, 5th, 6th levels of nesting on the page","tests","2026-08-15","passed","2026-08-15","TestSpecialistsPage","specialists_page_test","",""
"","10879","Select random card from group ""Слова Королёвой"" and compare UI vs BACKEND data.","tests","2026-08-15","skipped","2026-08-15","TestCardsRU","Речевые упражнения.","",""
"","10922","Select random card from group ""Слова"" and compare UI vs BACKEND data.","tests","2026-08-15","skipped","2026-08-15","TestCardsRU","Речевые упражнения.","",""
"","10242","Check statistic table.","tests","2026-08-15","skipped","2026-08-15","TestCardsRU","Statistic.","",""
"","22","Verify attribute 'src' of images in links on the page","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","338","Verify the dropdown opens/closes after clicking on the 'More' button in the Header 
               for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","149","Verify sizes of icons in sections","tests","2026-08-15","passed","2026-08-15","TestURPage","used_resources_page_test","",""
"","376","Verify text in card links and the 'All Team' link","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","0","Verify clickability, href, status code of links in the Header for an authorized user","tests","2026-08-15","broken","2026-08-15","TestHeaderPage","header_test","",""
"","198","Verify switching of the 'ru', 'en' buttons in the Header on the Start Unauthorized Page","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","12","Verify value of the title of the tab","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","45","Verify presence, visibility and attributes of the image in the Logo link in the Header 
               on the Start Unauthorized Page","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","137","Verify that the 'Logo' link on the Start Unauthorized Page 
                             doesn't refresh the current page or lead to other pages after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","207","test_hpa.03.03.02 Verify if internal Statistics link #2 in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","7215","Change the password by receiving an email link","tests","2026-08-15","passed","2026-08-15","TestProfilePage","profile_page_test","",""
"","129","Verify presence, visibility of text, links, images in the Footer","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","1585","Verify if breadcrumbs links lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","24","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","10289","Verify redirection to used resources page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
"","44","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestSpecialistsPage","specialists_page_test","",""
"","155","Verify presence, visibility of lists on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","34","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","36","Verify presence, visibility and structure of content on the page","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","1299","Verify if external Telegram link in the Header for an unauthorized user 
            leads to a correct page after click","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","10","Verify value of the title of the tab","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","8933","Verify that links in the Footer lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","25","Verify text in links in the section 2","tests","2026-08-15","passed","2026-08-15","TestContactsPage","contacts_page_test","",""
"","1432","test_hpa.03.03.10 Verify if external Telegram link #2 in the Header's dropdown 
            for an authorized user lead to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","37","Verify amount and visibility of sections with content on the page","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","10229","Checking the clickability of the Registration button.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
"","10678","Solutions to a random task in the ""Слова Королёвой"" .","tests","2026-08-15","skipped","2026-08-15","TestCardsRU","Речевые упражнения.","",""
"","10380","Verify redirection to donate page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestDescriptionPage","description_page_test","",""
"","135","Verify that the 'Login' link leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","27","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","103","Verify size of the image in the 'Logo' link in the Header for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","262","Verify the dropdown opens/closes after clicking on the 'More' button in the Header 
            on the Start Unauthorized Page","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","30","Verify text in links in sections","tests","2026-08-15","passed","2026-08-15","TestURPage","used_resources_page_test","",""
"","40","Verify content of text in the Footer","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","197","test_hpa.03.03.04 Verify if internal Contacts link in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","1799","Verify presence, visibility, clickability, href, status code of links in sections","tests","2026-08-15","passed","2026-08-15","TestURPage","used_resources_page_test","",""
"","1620","Verify that links in the sections lead to the correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestURPage","used_resources_page_test","",""
"","18","Verify value of the 'en' subtitles on the page","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","80","Verify user logout after clicking the 'Logout' button in the Header for an authorized user","tests","2026-08-15","broken","2026-08-15","TestHeaderPage","header_test","",""
"","22","Verify value of the breadcrumbs on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","10304","Verify redirection to contacts page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestDescriptionPage","description_page_test","",""
"","1730","Verify if links on the 'en' local lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","1128","Verify clickability, status code of links on the page","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","727","Verify that the 'All Specialists' link leads an unauthorized user 
                         to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestSpecialistsPage","specialists_page_test","",""
"","228","Verify composition and visibility of elements on the 1st-7th levels of nesting in the Footer","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","21567","Verify clickability, titles, href, status code of series links on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","709","test_hpa.03.03.06 Verify if internal Contributors link in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","5078","Verify clickability, href, status code of links in the Header for an unauthorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","1343","Verify presence, visibility of lists on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","0","test_hpa.03.03.00 Verify the list of internal links in the Header's dropdown 
            for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","29","test_hpa.03.03.09 Verify the list of external links in the Header's dropdown 
            for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","2240","Checking the possibility of authorization with the correct data","tests","2026-08-15","passed","2026-08-15","TestAuthorizedUserPage","authorisation_page_test","",""
"","16348","Verify if series links lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","1087","Verify if external Donate link in the Header for an unauthorized user 
            leads to a correct page after click","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","10297","Verify redirection to contacts page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
"","583","Check registration without choosing gender","tests","2026-08-15","passed","2026-08-15","TestRegistrationPage","registration_page_test","",""
"","133","Verify the composition and visibility of elements 
        on the 1st-3rd levels of nesting in the section 2","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","642","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","0","test_hpa.03.03.07 Verify if internal Used Resources link in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","20839","Check registration with new email and empty confirm password","tests","2026-08-15","passed","2026-08-15","TestRegistrationPage","registration_page_test","",""
"","791","Verify presence, visibility, clickability, href, prefix, status code of links in the section 2","tests","2026-08-15","passed","2026-08-15","TestContactsPage","contacts_page_test","",""
"","38","Verify text in the 'Contact us' link in the Footer","tests","2026-08-15","passed","2026-08-15","TestFooter","footer_test","",""
"","22","Verify attribute 'alt' of images in links on the 'ru' local","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","10876","Select a random card from ""Слова с частотной группировкой"" group and compare UI vs BACKEND data.","tests","2026-08-15","skipped","2026-08-15","TestCardsRU","Речевые упражнения.","",""
"","0","Checking the ip is available","tests","2026-08-15","skipped","2026-08-15","TestMainPage","main_page_test","",""
"","4818","Verify if series links 1-4 lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","10232","Verify redirection to description page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
"","578","Check registration without choosing agreement","tests","2026-08-15","passed","2026-08-15","TestRegistrationPage","registration_page_test","",""
"","0","Verify presence, visibility of the user name in the Header for an authorized user","tests","2026-08-15","broken","2026-08-15","TestHeaderPage","header_test","",""
"","20827","Check registration with new email and empty email","tests","2026-08-15","passed","2026-08-15","TestRegistrationPage","registration_page_test","",""
"","25","test_gp_04_03_verify_images_alt_en","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","10300","Verify redirection to contributors page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
"","51","Verify values of titles and subtitles with tags h2, h4 on the page","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","151","Verify composition, visibility of elements on the 1st-6th levels of nesting on the page","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","36","Verify presence and visibility of content on the page","tests","2026-08-15","passed","2026-08-15","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","167","Verify attributes of images in specialist cards in the grid","tests","2026-08-15","passed","2026-08-15","TestSpecialistsPage","specialists_page_test","",""
"","31","Verify presence and visibility of the Header for an unauthorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","585","Verify href, status code of the 'All Team' link","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","2874","Verify if group links lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","1368","Verify sizes of images in contributor cards in grids","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","1262","test_hpa.03.03.11 Verify if external Donate link in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","0","test_hpa.03.02 Verify the list of direct links in the Header 
            for an authorized user ","tests","2026-08-15","broken","2026-08-15","TestHeaderPage","header_test","",""
"","22","Verify title of links on the 'ru' local","tests","2026-08-15","passed","2026-08-15","TestGroupsPage","groups_page_test","",""
"","10668","Verify redirection to github not authorized user.","tests","2026-08-15","passed","2026-08-15","TestDescriptionPage","description_page_test","",""
"","100","Verify that the Logo link on the Start Authorized Page 
                             refreshes the current page and doesn't lead to other pages after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","0","test_hpa.03.03.08 Verify if internal Audiometry link in the Header's dropdown 
            for an authorized user leads to the correct page after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","121","Verify clickability, titles, attributes of group links on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","334","Verify presence, visibility of links, buttons in the Header for an unauthorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","9","Verify value of the title of the tab","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","644","Verify composition, visibility of elements on the 6st-10th levels of nesting on the page","tests","2026-08-15","passed","2026-08-15","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","1870","Verify the composition and visibility of elements 
        on the 1st-5th levels of nesting on the page","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","18","Verify the composition and visibility of elements on the 1st level of nesting in the section 1","tests","2026-08-15","passed","2026-08-15","TestContactsPage","contacts_page_test","",""
"","880","Verify attribute values of images in contributors cards in grids","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","1027","test_hpa.03.02.01 Verify if 5 direct internal links in the Header for an authorized user 
            lead to correct pages after clicking","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","124","Verify presence, visibility of icons in the Header for an authorized user","tests","2026-08-15","passed","2026-08-15","TestHeaderPage","header_test","",""
"","4657","Check registration with new email","tests","2026-08-15","passed","2026-08-15","TestRegistrationPage","registration_page_test","",""
"","753","Verify clickability, href of links on the page","tests","2026-08-15","passed","2026-08-15","TestContributorsPage","contributors_page_test","",""
"","10371","Verify redirection to telegram page not authorized user.","tests","2026-08-15","passed","2026-08-15","TestDescriptionPage","description_page_test","",""
"","10213","Checking the clickability of the Start button.","tests","2026-08-15","passed","2026-08-15","TestMainPage","main_page_test","",""
