"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 05 01:12:08 GMT 2025","Sun Jan 05 01:12:22 GMT 2025","14418","tests","header_test","TestHeaderPage","","","Verify if internal links in the Header for an authorized user 
            lead to correct pages after click",""
"passed","Sun Jan 05 01:10:21 GMT 2025","Sun Jan 05 01:10:22 GMT 2025","364","tests","header_test","TestHeaderPage","","","Verify presence, visibility of links, buttons in the Header for an unauthorized user",""
"passed","Sun Jan 05 01:01:50 GMT 2025","Sun Jan 05 01:01:52 GMT 2025","1550","tests","authorisation_page_test","TestAuthorizedUserPage","","","Checking the possibility of authorization with the correct data",""
"passed","Sun Jan 05 01:16:43 GMT 2025","Sun Jan 05 01:16:43 GMT 2025","113","tests","specialists_page_test","TestSpecialistsPage","","","Verify attributes of images in specialist cards in the grid",""
"passed","Sun Jan 05 01:03:04 GMT 2025","Sun Jan 05 01:03:08 GMT 2025","3691","tests","contributors_page_test","TestContributorsPage","","","Verify presence, visibility of titles/subtitles, cards, descriptions, links, images on the page",""
"passed","Sun Jan 05 01:02:21 GMT 2025","Sun Jan 05 01:02:21 GMT 2025","12","tests","contacts_page_test","TestContactsPage","","","Verify value of the title of the tab",""
"passed","Sun Jan 05 01:15:49 GMT 2025","Sun Jan 05 01:15:55 GMT 2025","5372","tests","specialists_page_test","TestSpecialistsPage","","","Verify presence, visibility of the title, text, link, grid, cards and images  
        on the 2nd, 3rd, 5th, 6th levels of nesting on the page",""
"passed","Sun Jan 05 01:03:36 GMT 2025","Sun Jan 05 01:03:36 GMT 2025","561","tests","contributors_page_test","TestContributorsPage","","","Verify href, status code of the 'All Team' link",""
"passed","Sun Jan 05 01:05:43 GMT 2025","Sun Jan 05 01:05:44 GMT 2025","1498","tests","exercises_ru_words_page_test","TestExercisesRuWordsPage","","","Verify clickability, href, status code of links in breadcrumbs on the page",""
"passed","Sun Jan 05 01:15:05 GMT 2025","Sun Jan 05 01:15:06 GMT 2025","733","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty email",""
"passed","Sun Jan 05 01:14:33 GMT 2025","Sun Jan 05 01:14:39 GMT 2025","6507","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email",""
"passed","Sun Jan 05 01:04:03 GMT 2025","Sun Jan 05 01:04:03 GMT 2025","207","tests","description_page_test","TestDescriptionPage","","","Verify redirection to contacts page not authorized user.",""
"passed","Sun Jan 05 01:13:43 GMT 2025","Sun Jan 05 01:13:44 GMT 2025","1016","tests","main_page_test","TestMainPage","","","Verify redirection to donate page not authorized user.",""
"passed","Sun Jan 05 01:16:14 GMT 2025","Sun Jan 05 01:16:14 GMT 2025","114","tests","specialists_page_test","TestSpecialistsPage","","","Verify values of names and professions in specialist cards in the grid",""
"passed","Sun Jan 05 01:14:52 GMT 2025","Sun Jan 05 01:14:53 GMT 2025","768","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty password",""
"passed","Sun Jan 05 01:11:50 GMT 2025","Sun Jan 05 01:11:50 GMT 2025","27","tests","header_test","TestHeaderPage","","","Verify presence, visibility of the user name in the Header for an authorized user",""
"passed","Sun Jan 05 01:17:32 GMT 2025","Sun Jan 05 01:17:33 GMT 2025","74","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify size of the image in the section 1",""
"passed","Sun Jan 05 01:02:45 GMT 2025","Sun Jan 05 01:02:47 GMT 2025","1323","tests","contacts_page_test","TestContactsPage","","","Verify if links in the section 2 lead to the correct pages after clicking",""
"passed","Sun Jan 05 01:03:22 GMT 2025","Sun Jan 05 01:03:23 GMT 2025","1421","tests","contributors_page_test","TestContributorsPage","","","Verify values of the text in card descriptions",""
"passed","Sun Jan 05 01:16:56 GMT 2025","Sun Jan 05 01:16:56 GMT 2025","33","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify amount and visibility of sections with content on the page",""
"passed","Sun Jan 05 01:02:16 GMT 2025","Sun Jan 05 01:02:16 GMT 2025","170","tests","contacts_page_test","TestContactsPage","","","Verify presence, visibility of sections, the dividing line and elements with text on the page",""
"passed","Sun Jan 05 01:07:20 GMT 2025","Sun Jan 05 01:07:24 GMT 2025","3165","tests","groups_page_test","TestGroupsPage","","","Verify composition, visibility of elements on the 1st-6th levels of nesting on the page",""
"passed","Sun Jan 05 01:14:48 GMT 2025","Sun Jan 05 01:14:49 GMT 2025","757","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty confirm password",""
"passed","Sun Jan 05 01:15:14 GMT 2025","Sun Jan 05 01:15:34 GMT 2025","20807","tests","registration_page_test","TestRegistrationPage","","","Check registration without choosing agreement",""
"passed","Sun Jan 05 01:17:25 GMT 2025","Sun Jan 05 01:17:25 GMT 2025","159","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify that the 'Login' link leads to the correct page after clicking",""
"passed","Sun Jan 05 01:06:23 GMT 2025","Sun Jan 05 01:06:23 GMT 2025","58","tests","footer_test","TestFooter","","","Verify text in the 'Contact us' link in the Footer",""
"passed","Sun Jan 05 01:10:51 GMT 2025","Sun Jan 05 01:10:51 GMT 2025","135","tests","header_test","TestHeaderPage","","","Verify that the 'Logo' link on the Start Unauthorized Page 
                             doesn't refresh the current page or lead to other pages after clicking",""
"passed","Sun Jan 05 01:14:13 GMT 2025","Sun Jan 05 01:14:13 GMT 2025","375","tests","main_page_test","TestMainPage","","","Checking the domain is available",""
"passed","Sun Jan 05 01:17:21 GMT 2025","Sun Jan 05 01:17:22 GMT 2025","459","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify presence, visibility, clickability, href, status code 
                         of the 'Login' link in the section 1",""
"passed","Sun Jan 05 01:17:10 GMT 2025","Sun Jan 05 01:17:10 GMT 2025","47","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify values of titles and subtitles with tags h2, h4 on the page",""
"passed","Sun Jan 05 01:13:39 GMT 2025","Sun Jan 05 01:13:40 GMT 2025","1200","tests","main_page_test","TestMainPage","","","Verify redirection to telegram page not authorized user.",""
"passed","Sun Jan 05 01:03:18 GMT 2025","Sun Jan 05 01:03:18 GMT 2025","24","tests","contributors_page_test","TestContributorsPage","","","Verify content of the text on the page",""
"passed","Sun Jan 05 01:11:36 GMT 2025","Sun Jan 05 01:11:36 GMT 2025","369","tests","header_test","TestHeaderPage","","","Verify presence, visibility of links, buttons in the Header for an authorized user",""
